village_code_2011,village_name_2011,state_code_2011,district_code_2011,sub_district_code_2011,village_code_2001,village_name_2001,state_code_2001,district_code_2001,sub_district_code_2001,CEN2001_ID
627397,Balusseri(CT),32,591,5639,29200,Balusseri,32,4,2,3204000200029200
627398,Ulliyeri(CT),32,591,5639,28800,Ulliyeri,32,4,2,3204000200028800
627399,Chemancheri(CT),32,591,5639,29000,Chemancheri,32,4,2,3204000200029000
627400,Atholi(CT),32,591,5639,29100,Atholi,32,4,2,3204000200029100
627401,Kakkur,32,591,5640,29900,Kakkur,32,4,3,3204000300029900
627402,Narikkuni,32,591,5640,30000,Narikkuni,32,4,3,3204000300030000
627403,Kizhakkoth,32,591,5640,30100,Kizhakkoth,32,4,3,3204000300030100
627404,Vavad,32,591,5640,30200,Vavad,32,4,3,3204000300030200
627405,Raroth,32,591,5640,30300,Raroth,32,4,3,3204000300030300
627406,Kedavur,32,591,5640,30400,Kedavur,32,4,3,3204000300030400
627407,Puthuppadi,32,591,5640,30500,Puthuppadi,32,4,3,3204000300030500
627408,Engapuzha,32,591,5640,30600,Engapuzha,32,4,3,3204000300030600
627409,Koodathayi,32,591,5640,30700,Koodathayi,32,4,3,3204000300030700
627410,Kodencheri,32,591,5640,30800,Kodencheri,32,4,3,3204000300030800
627411,Nellipoyil,32,591,5640,30900,Nellipoyil,32,4,3,3204000300030900
627412,Koodaranji,32,591,5640,31000,Koodaranji,32,4,3,3204000300031000
627413,Thiruvambadi,32,591,5640,31100,Thiruvambadi,32,4,3,3204000300031100
627414,Neeleswaram,32,591,5640,31200,Neeleswaram,32,4,3,3204000300031200
627415,Puthur,32,591,5640,31300,Puthur,32,4,3,3204000300031300
627416,Chathamangalam,32,591,5640,31400,Chathamangalam,32,4,3,3204000300031400
627417,Madavoor,32,591,5640,31500,Madavoor,32,4,3,3204000300031500
627418,Kumaranallur,32,591,5640,32000,Kumaranallur,32,4,3,3204000300032000
627419,Kakkad,32,591,5640,32100,Kakkad,32,4,3,3204000300032100
627420,Kodiyathur,32,591,5640,32200,Kodiyathur,32,4,3,3204000300032200
627421,Nanmanda(CT),32,591,5640,29800,Nanmanda,32,4,3,3204000300029800
627422,Chelannur(CT),32,591,5640,31600,Chelannur,32,4,3,3204000300031600
627423,Thalakkulathur(CT),32,591,5640,29700,Thalakkulathur,32,4,3,3204000300029700
627424,Kakkodi(CT),32,591,5640,40405000,Kakkodi(OG),32,4,3,3204000340405000
627425,Kuruvattur(CT),32,591,5640,31700,Kuruvattur,32,4,3,3204000300031700
627426,Kunnamangalam(CT),32,591,5640,40405000,Kunnamangalam(OG),32,4,3,3204000340405000
627427,Poolacode(CT),32,591,5640,31800,Poolacode,32,4,3,3204000300031800
627428,Thazhecode(CT),32,591,5640,31900,Thazhecode,32,4,3,3204000300031900
627429,Mavoor(CT),32,591,5640,40406000,Mavoor(CT),32,4,3,3204000340406000
627430,Peruvayal(CT),32,591,5640,32300,Peruvayal,32,4,3,3204000300032300
627431,Kuttikkattoor(CT),32,591,5640,32400,Kuttikkattoor,32,4,3,3204000300032400
627432,Olavanna(CT),32,591,5640,40408000,Olavanna(CT),32,4,3,3204000340408000
627433,Pantheeramkavu(CT),32,591,5640,40407000,Pantheeramkavu(CT),32,4,3,3204000340407000
627434,Perumanna(CT),32,591,5640,32500,Perumanna,32,4,3,3204000300032500
627435,Ramanattukara(CT),32,591,5640,40413000,Ramanattukara(CT),32,4,3,3204000340413000
627436,Cheruvannur(CT),32,591,5640,40409000,Cheruvannur(CT),32,4,3,3204000340409000
627437,Beypore(CT),32,591,5640,40410000,Beypore(CT),32,4,3,3204000340410000
627438,Karuvanthuruthy(CT),32,591,5640,40411000,Karuvanthuruthy(CT),32,4,3,3204000340411000
627439,Feroke(CT),32,591,5640,40412000,Feroke(CT),32,4,3,3204000340412000
627440,Koduvally(OG),32,591,5640,40405000,Koduvally(OG),32,4,3,3204000340405000
627441,Elathur(OG),32,591,5640,40405000,Elathur(OG),32,4,3,3204000340405000
627442,Kadalundi(OG),32,591,5640,40405000,Kadalundi(OG),32,4,3,3204000340405000
645600,Puthiyangadi(OG)(Part),32,591,5640,,,32,4,3,3204000300000000
627443,Vettilappara,32,592,5641,32600,Vettilappara,32,5,1,3205000100032600
627444,Vazhakkad,32,592,5641,32800,Vazhakkad,32,5,1,3205000100032800
627445,Pulikkal,32,592,5641,33100,Pulikkal,32,5,1,3205000100033100
627446,Cheekkode,32,592,5641,33200,Cheekkode,32,5,1,3205000100033200
627447,Areekode,32,592,5641,33300,Areekode,32,5,1,3205000100033300
627448,Urangattiri,32,592,5641,33400,Urangattiri,32,5,1,3205000100033400
627449,Perakamanna,32,592,5641,33500,Perakamanna,32,5,1,3205000100033500
627450,Edavanna,32,592,5641,33600,Edavanna,32,5,1,3205000100033600
627451,Karakunnu,32,592,5641,33700,Karakunnu,32,5,1,3205000100033700
627452,Kavanoor,32,592,5641,33800,Kavanoor,32,5,1,3205000100033800
627453,Kuzhimanna,32,592,5641,33900,Kuzhimanna,32,5,1,3205000100033900
627454,Muthuvallur,32,592,5641,34000,Muthuvallur,32,5,1,3205000100034000
627455,Nediyiruppu,32,592,5641,34200,Nediyiruppu,32,5,1,3205000100034200
627456,Morayur,32,592,5641,34300,Morayur,32,5,1,3205000100034300
627457,Pookkottur,32,592,5641,34400,Pookkottur,32,5,1,3205000100034400
627458,Pulpatta,32,592,5641,34500,Pulpatta,32,5,1,3205000100034500
627459,Trikkalangode,32,592,5641,34600,Trikkalangode,32,5,1,3205000100034600
627460,Elankur,32,592,5641,34700,Elankur,32,5,1,3205000100034700
627461,Pandalur,32,592,5641,34800,Pandalur,32,5,1,3205000100034800
627462,Vettikkattiri,32,592,5641,34900,Vettikkattiri,32,5,1,3205000100034900
627463,Chembrasseri,32,592,5641,35000,Chembrasseri,32,5,1,3205000100035000
627464,Pandikkad,32,592,5641,35100,Pandikkad,32,5,1,3205000100035100
627465,Kizhuparamba(CT),32,592,5641,32700,Kizhuparamba,32,5,1,3205000100032700
627466,Vazhayur(CT),32,592,5641,32900,Vazhayur,32,5,1,3205000100032900
627467,Cherukavu(CT),32,592,5641,33000,Cherukavu,32,5,1,3205000100033000
627468,Kondotty(CT),32,592,5641,34100,Kondotty,32,5,1,3205000100034100
627469,Anakkayam(OG),32,592,5641,40502000,Anakkayam(OG),32,5,1,3205000140502000
627470,Pullipadam,32,592,5642,35200,Pullipadam,32,5,2,3205000200035200
627471,Akampadam,32,592,5642,35300,Akampadam,32,5,2,3205000200035300
627472,Kurumbilangode,32,592,5642,35400,Kurumbilangode,32,5,2,3205000200035400
627473,Chungathara,32,592,5642,35500,Chungathara,32,5,2,3205000200035500
627474,Edakkara,32,592,5642,35600,Edakkara,32,5,2,3205000200035600
627475,Vazhikkadavu,32,592,5642,35700,Vazhikkadavu,32,5,2,3205000200035700
627476,Amarambalam,32,592,5642,35800,Amarambalam,32,5,2,3205000200035800
627477,Karulai,32,592,5642,35900,Karulai,32,5,2,3205000200035900
627478,Mambad,32,592,5642,36100,Mambad,32,5,2,3205000200036100
627479,Thiruvali,32,592,5642,36200,Thiruvali,32,5,2,3205000200036200
627480,Porur,32,592,5642,36300,Porur,32,5,2,3205000200036300
627481,Wandoor,32,592,5642,36400,Wandoor,32,5,2,3205000200036400
627482,Chekkode,32,592,5642,36500,Chekkode,32,5,2,3205000200036500
627483,Kalikavu,32,592,5642,36600,Kalikavu,32,5,2,3205000200036600
627484,Vellayur,32,592,5642,36700,Vellayur,32,5,2,3205000200036700
627485,Thuvvur,32,592,5642,36800,Thuvvur,32,5,2,3205000200036800
627486,KeralaEstate,32,592,5642,36900,KeralaEstate,32,5,2,3205000200036900
627487,Karuvarakundu,32,592,5642,37000,Karuvarakundu,32,5,2,3205000200037000
627488,Nilambur(CT),32,592,5642,36000,Nilambur,32,5,2,3205000200036000
627489,Edappatta,32,592,5643,37100,Edappatta,32,5,3,3205000300037100
627490,Melattur,32,592,5643,37200,Melattur,32,5,3,3205000300037200
627491,Keezhattur,32,592,5643,37300,Keezhattur,32,5,3,3205000300037300
627492,Nenmini,32,592,5643,37400,Nenmini,32,5,3,3205000300037400
627493,Mankada,32,592,5643,37500,Mankada,32,5,3,3205000300037500
627494,Vadakkangara,32,592,5643,37600,Vadakkangara,32,5,3,3205000300037600
627495,Kuruva,32,592,5643,37900,Kuruva,32,5,3,3205000300037900
627496,Puzhakkattiri,32,592,5643,38000,Puzhakkattiri,32,5,3,3205000300038000
627497,Valambur,32,592,5643,38100,Valambur,32,5,3,3205000300038100
627498,Angadippuram,32,592,5643,38200,Angadippuram,32,5,3,3205000300038200
627499,Kariavattom,32,592,5643,38300,Kariavattom,32,5,3,3205000300038300
627500,Vettathur,32,592,5643,38400,Vettathur,32,5,3,3205000300038400
627501,Arakkuparamba,32,592,5643,38500,Arakkuparamba,32,5,3,3205000300038500
627502,Thazhekode,32,592,5643,38600,Thazhekode,32,5,3,3205000300038600
627503,Aliparamba,32,592,5643,38700,Aliparamba,32,5,3,3205000300038700
627504,Anamangad,32,592,5643,38800,Anamangad,32,5,3,3205000300038800
627505,Elamkulam,32,592,5643,38900,Elamkulam,32,5,3,3205000300038900
627506,Pulamanthole,32,592,5643,39000,Pulamanthole,32,5,3,3205000300039000
627507,Kuruvambalam,32,592,5643,39100,Kuruvambalam,32,5,3,3205000300039100
627508,Moorkkanad,32,592,5643,39200,Moorkkanad,32,5,3,3205000300039200
627509,Koottilangadi(CT),32,592,5643,37700,Koottilangadi,32,5,3,3205000300037700
627510,Kodur(CT),32,592,5643,37800,Kodur,32,5,3,3205000300037800
627511,Pariyapuram,32,592,5644,39300,Pariyapuram,32,5,4,3205000400039300
627512,Tanur,32,592,5644,39400,Tanur,32,5,4,3205000400039400
627513,Ozhur,32,592,5644,39500,Ozhur,32,5,4,3205000400039500
627514,Niramaruthur,32,592,5644,39900,Niramaruthur,32,5,4,3205000400039900
627515,Valavannur,32,592,5644,40100,Valavannur,32,5,4,3205000400040100
627516,Kalpakancheri,32,592,5644,40200,Kalpakancheri,32,5,4,3205000400040200
627517,Marakkara,32,592,5644,40300,Marakkara,32,5,4,3205000400040300
627518,Ponmala,32,592,5644,40500,Ponmala,32,5,4,3205000400040500
627519,Melmuri,32,592,5644,40600,Melmuri,32,5,4,3205000400040600
627520,Edayoor,32,592,5644,40700,Edayoor,32,5,4,3205000400040700
627521,Athavanad,32,592,5644,40900,Athavanad,32,5,4,3205000400040900
627522,Kurumbathur,32,592,5644,41000,Kurumbathur,32,5,4,3205000400041000
627523,Ananthavoor,32,592,5644,41100,Ananthavoor,32,5,4,3205000400041100
627524,Vettom,32,592,5644,41300,Vettom,32,5,4,3205000400041300
627525,Purathur,32,592,5644,41400,Purathur,32,5,4,3205000400041400
627526,Mangalam,32,592,5644,41500,Mangalam,32,5,4,3205000400041500
627527,Kottakkal(CT),32,592,5644,40400,Kottakkal,32,5,4,3205000400040400
627528,Perumanna(CT),32,592,5644,39600,Perumanna,32,5,4,3205000400039600
627529,Ponmundam(CT),32,592,5644,39700,Ponmundam,32,5,4,3205000400039700
627530,Tanalur(CT),32,592,5644,39800,Tanalur,32,5,4,3205000400039800
627531,Cheriyamundam(CT),32,592,5644,40000,Cheriyamundam,32,5,4,3205000400040000
627532,Kattipparuthi(CT),32,592,5644,40800,Kattipparuthi,32,5,4,3205000400040800
627533,Talakkad(CT),32,592,5644,41200,Talakkad,32,5,4,3205000400041200
627534,Triprangode(CT),32,592,5644,41600,Triprangode,32,5,4,3205000400041600
627535,Thirunavaya(CT),32,592,5644,41700,Thirunavaya,32,5,4,3205000400041700
627536,Naduvattom(CT),32,592,5644,41800,Naduvattom,32,5,4,3205000400041800
627537,Kuttippuram(CT),32,592,5644,41900,Kuttippuram,32,5,4,3205000400041900
627538,Irimbiliyam(CT),32,592,5644,42000,Irimbiliyam,32,5,4,3205000400042000
627539,Vallikkunnu,32,592,5645,42100,Vallikkunnu,32,5,5,3205000500042100
627540,Parappanangadi,32,592,5645,43300,Parappanangadi,32,5,5,3205000500043300
627541,Chelambra(CT),32,592,5645,42400,Chelambra,32,5,5,3205000500042400
627542,Pallikal(CT),32,592,5645,42500,Pallikkal,32,5,5,3205000500042500
627543,Thenhippalam(CT),32,592,5645,42300,Thenhippalam,32,5,5,3205000500042300
627544,Ariyallur(CT),32,592,5645,42200,Ariyallur,32,5,5,3205000500042200
627545,Moonniyur(CT),32,592,5645,43100,Moonniyur,32,5,5,3205000500043100
627546,Peruvallur(CT),32,592,5645,42600,Peruvallur,32,5,5,3205000500042600
627547,Kannamangalam(CT),32,592,5645,42700,Kannamangalam,32,5,5,3205000500042700
627548,Urakam(CT),32,592,5645,42800,Urakam,32,5,5,3205000500042800
627549,Othukkungal(CT),32,592,5645,43800,Othukkungal,32,5,5,3205000500043800
627550,Parappur(CT),32,592,5645,43700,Parappur,32,5,5,3205000500043700
627551,Vengara(CT),32,592,5645,42900,Vengara,32,5,5,3205000500042900
627552,AbduRahimanNagar(CT),32,592,5645,43000,AbduRahimanNagar,32,5,5,3205000500043000
627553,Tirurangadi(CT),32,592,5645,43500,Tirurangadi,32,5,5,3205000500043500
627554,Neduva(CT),32,592,5645,43200,Neduva,32,5,5,3205000500043200
627555,Nannambra(CT),32,592,5645,43400,Nannambra,32,5,5,3205000500043400
627556,Thennala(CT),32,592,5645,43600,Thennala,32,5,5,3205000500043600
627557,Tavanur,32,592,5646,43900,Tavanur,32,5,6,3205000600043900
627558,Vattamkulam,32,592,5646,44100,Vattamkulam,32,5,6,3205000600044100
627559,Veliyankode,32,592,5646,44400,Veliyankode,32,5,6,3205000600044400
627560,Perumpadappa,32,592,5646,44500,Perumpadappa,32,5,6,3205000600044500
627561,Nannamukku,32,592,5646,44600,Nannamukku,32,5,6,3205000600044600
627562,Kalady(CT),32,592,5646,44000,Kalady,32,5,6,3205000600044000
627563,Edappal(CT),32,592,5646,44200,Edappal,32,5,6,3205000600044200
627564,Alamcode(CT),32,592,5646,44700,Alamcode,32,5,6,3205000600044700
627565,Marancheri(CT),32,592,5646,44300,Marancheri,32,5,6,3205000600044300
627566,Anakkara,32,593,5647,44800,Anakkara,32,6,1,3206000100044800
627567,Parudur,32,593,5647,44900,Parudur,32,6,1,3206000100044900
627568,Thiruvegapura,32,593,5647,45000,Thiruvegapura,32,6,1,3206000100045000
627569,Vilayur,32,593,5647,45100,Vilayur,32,6,1,3206000100045100
627570,Kulukkallur,32,593,5647,45200,Kulukkallur,32,6,1,3206000100045200
627571,Nellaya,32,593,5647,45300,Nellaya,32,6,1,3206000100045300
627572,Cherpulacherry,32,593,5647,45400,Cherpulacherry,32,6,1,3206000100045400
627573,Vellinezhi,32,593,5647,45500,Vellinezhi,32,6,1,3206000100045500
627574,Karimpuzha-I,32,593,5647,45600,Karimpuzha-I,32,6,1,3206000100045600
627575,Karimpuzha-II,32,593,5647,45700,Karimpuzha-II,32,6,1,3206000100045700
627576,Kadampazhipuram-II,32,593,5647,45800,Kadampazhipuram-II,32,6,1,3206000100045800
627577,Kadampazhipuram-I,32,593,5647,45900,Kadampazhipuram-I,32,6,1,3206000100045900
627578,Sreekrishnapuram-I,32,593,5647,46000,Sreekrishnapuram-I,32,6,1,3206000100046000
627579,Sreekrishnapuram-II,32,593,5647,46100,Sreekrishnapuram-II,32,6,1,3206000100046100
627580,Thrikkadeeri-II,32,593,5647,46200,Thrikkadeeri-II,32,6,1,3206000100046200
627581,Thrikkadeeri-I,32,593,5647,46300,Thrikkadeeri-I,32,6,1,3206000100046300
627582,Ananganadi,32,593,5647,46400,Ananganadi,32,6,1,3206000100046400
627583,Chalavara,32,593,5647,46500,Chalavara,32,6,1,3206000100046500
627584,Vallapuzha,32,593,5647,46600,Vallapuzha,32,6,1,3206000100046600
627585,Koppam,32,593,5647,46700,Koppam,32,6,1,3206000100046700
627586,Pattithara,32,593,5647,47000,Pattithara,32,6,1,3206000100047000
627587,Kappur,32,593,5647,47100,Kappur,32,6,1,3206000100047100
627588,Chalissery,32,593,5647,47200,Chalissery,32,6,1,3206000100047200
627589,Nagalassery,32,593,5647,47300,Nagalassery,32,6,1,3206000100047300
627590,Thirumittacode-I,32,593,5647,47500,Thirumittacode-I,32,6,1,3206000100047500
627591,Vaniyamkulam-I,32,593,5647,47900,Vaniyamkulam-I,32,6,1,3206000100047900
627592,Ambalapara-II,32,593,5647,48100,Ambalapara-II,32,6,1,3206000100048100
627593,Ambalapara-I,32,593,5647,48200,Ambalapara-I,32,6,1,3206000100048200
627594,Lakkidi-Perur-I,32,593,5647,48300,Lakkidi-Perur-I,32,6,1,3206000100048300
627595,Lakkidi-Perur-II,32,593,5647,48400,Lakkidi-Perur-II,32,6,1,3206000100048400
627596,Ongallur-II(CT),32,593,5647,47800,Ongallur-II,32,6,1,3206000100047800
627597,Ongallur-I(CT),32,593,5647,47700,Ongallur-I,32,6,1,3206000100047700
627598,Pattambi(CT),32,593,5647,47600,Pattambi,32,6,1,3206000100047600
627599,Muthuthala(CT),32,593,5647,46800,Muthuthala,32,6,1,3206000100046800
627600,Thrithala(CT),32,593,5647,46900,Thrithala,32,6,1,3206000100046900
627601,Vaniyamkulam-II(CT),32,593,5647,48000,Vaniyamkulam-II,32,6,1,3206000100048000
627602,Thirumittacode-II(CT),32,593,5647,47400,Thirumittacode-II,32,6,1,3206000100047400
627603,Alanallur-I,32,593,5648,48500,Alanallur-I,32,6,2,3206000200048500
627604,Alanallur-II,32,593,5648,48600,Alanallur-II,32,6,2,3206000200048600
627605,Alanallur-III,32,593,5648,48700,Alanallur-III,32,6,2,3206000200048700
627606,Kottoppadam-I,32,593,5648,48800,Kottoppadam-I,32,6,2,3206000200048800
627607,Kottoppadam-III,32,593,5648,48900,Kottoppadam-III,32,6,2,3206000200048900
627608,Payyanadam,32,593,5648,49000,Payyanadam,32,6,2,3206000200049000
627609,Padavayal,32,593,5648,49200,Padavayal,32,6,2,3206000200049200
627610,Pudur,32,593,5648,49300,Pudur,32,6,2,3206000200049300
627611,Agali,32,593,5648,49400,Agali,32,6,2,3206000200049400
627612,Kottathara,32,593,5648,49500,Kottathara,32,6,2,3206000200049500
627613,Sholayur,32,593,5648,49600,Sholayur,32,6,2,3206000200049600
627614,Kallamala,32,593,5648,49700,Kallamala,32,6,2,3206000200049700
627615,Palakkayam,32,593,5648,49800,Palakkayam,32,6,2,3206000200049800
627616,Mannarkad-II,32,593,5648,49900,Mannarkad-II,32,6,2,3206000200049900
627617,Pottassery-I,32,593,5648,50000,Pottassery-I,32,6,2,3206000200050000
627618,Pottassery-II,32,593,5648,50100,Pottassery-II,32,6,2,3206000200050100
627619,Thachampara,32,593,5648,50200,Thachampara,32,6,2,3206000200050200
627620,Karimba-I,32,593,5648,50300,Karimba-I,32,6,2,3206000200050300
627621,Karimba-II,32,593,5648,50400,Karimba-II,32,6,2,3206000200050400
627622,Karakurissi,32,593,5648,50500,Karakurissi,32,6,2,3206000200050500
627623,Kumaramputhur,32,593,5648,50600,Kumaramputhur,32,6,2,3206000200050600
627624,Kottoppadam-II,32,593,5648,50700,Kottoppadam-II,32,6,2,3206000200050700
627625,Thachanattukara-I,32,593,5648,50800,Thachanattukara-I,32,6,2,3206000200050800
627626,Thachanattukara-II,32,593,5648,50900,Thachanattukara-II,32,6,2,3206000200050900
627627,Mannarkad-I(CT),32,593,5648,49100,Mannarkad-I,32,6,2,3206000200049100
627628,Kongad-II,32,593,5649,51000,Kongad-II,32,6,3,3206000300051000
627629,Keralassery,32,593,5649,51100,Keralassery,32,6,3,3206000300051100
627630,Mannur,32,593,5649,51200,Mannur,32,6,3,3206000300051200
627631,Mankara,32,593,5649,51300,Mankara,32,6,3,3206000300051300
627632,Kongad-I,32,593,5649,51400,Kongad-I,32,6,3,3206000300051400
627633,Mundur-II,32,593,5649,51500,Mundur-II,32,6,3,3206000300051500
627634,Mundur-I,32,593,5649,51600,Mundur-I,32,6,3,3206000300051600
627635,Parli-I,32,593,5649,51700,Parli-I,32,6,3,3206000300051700
627636,Parli-II,32,593,5649,51800,Parli-II,32,6,3,3206000300051800
627637,Puthuppariyaram-I,32,593,5649,51900,Puthuppariyaram-I,32,6,3,3206000300051900
627638,Malampuzha-I,32,593,5649,52100,Malampuzha-I,32,6,3,3206000300052100
627639,Malampuzha-II,32,593,5649,52200,Malampuzha-II,32,6,3,3206000300052200
627640,Kannadi-I,32,593,5649,52400,Kannadi-I,32,6,3,3206000300052400
627641,Kannadi-II,32,593,5649,52500,Kannadi-II,32,6,3,3206000300052500
627642,Kodumba,32,593,5649,52600,Kodumba,32,6,3,3206000300052600
627643,Peruvemba,32,593,5649,52700,Peruvemba,32,6,3,3206000300052700
627644,Polpully,32,593,5649,52800,Polpully,32,6,3,3206000300052800
627645,Elappully-II,32,593,5649,52900,Elappully-II,32,6,3,3206000300052900
627646,Elappully-I,32,593,5649,53000,Elappully-I,32,6,3,3206000300053000
627647,PudusseryEast,32,593,5649,53300,PudusseryEast,32,6,3,3206000300053300
627648,Puthuppariyaram(CT),32,593,5649,40603000,Puthuppariyaram(OG),32,6,3,3206000340603000
627649,Hemambikanagar(CT),32,593,5649,52000,Akathethara(Part),32,6,3,3206000300052000
627650,PudusseryCentral(CT),32,593,5649,53200,PudusseryCentral,32,6,3,3206000300053200
627651,PudusseryWest(CT),32,593,5649,53100,PudusseryWest,32,6,3,3206000300053100
627652,Marutharode(CT),32,593,5649,40603000,Marutharode(OG),32,6,3,3206000340603000
627653,Pirayiri(CT),32,593,5649,52300,Pirayiri,32,6,3,3206000300052300
627654,Koduvayur-II,32,593,5650,53400,Koduvayur-II,32,6,4,3206000400053400
627655,Thathamangalam(Part),32,593,5650,53500,Thathamangalam(Part),32,6,4,3206000400053500
627656,Chittur(Part),32,593,5650,53600,Chittur(Part),32,6,4,3206000400053600
627657,Thekkedesom,32,593,5650,53700,Thekkedesom,32,6,4,3206000400053700
627658,Nalleppilly,32,593,5650,53800,Nalleppilly,32,6,4,3206000400053800
627659,Kozhinjampara,32,593,5650,53900,Kozhinjampara,32,6,4,3206000400053900
627660,Vadakarapathy,32,593,5650,54000,Vadakarapathy,32,6,4,3206000400054000
627661,Ozhalapathy,32,593,5650,54100,Ozhalapathy,32,6,4,3206000400054100
627662,Eruthempathy,32,593,5650,54200,Eruthempathy,32,6,4,3206000400054200
627663,Kozhipathy,32,593,5650,54300,Kozhipathy,32,6,4,3206000400054300
627664,Valiyavallampathy,32,593,5650,54400,Valiyavallampathy,32,6,4,3206000400054400
627665,Moolathara,32,593,5650,54500,Moolathara,32,6,4,3206000400054500
627666,Perumatty,32,593,5650,54600,Perumatty,32,6,4,3206000400054600
627667,Vandithavalam,32,593,5650,54700,Vandithavalam,32,6,4,3206000400054700
627668,Pattanchery,32,593,5650,54800,Pattanchery,32,6,4,3206000400054800
627669,Vadavannur,32,593,5650,54900,Vadavannur,32,6,4,3206000400054900
627670,Pallassana,32,593,5650,55000,Pallassana,32,6,4,3206000400055000
627671,Vallanghy,32,593,5650,55100,Vallanghy,32,6,4,3206000400055100
627672,Nemmara,32,593,5650,55200,Nemmara,32,6,4,3206000400055200
627673,Ayiloor,32,593,5650,55300,Ayiloor,32,6,4,3206000400055300
627674,Kairady,32,593,5650,55400,Kairady,32,6,4,3206000400055400
627675,Thiruvazhiyad,32,593,5650,55500,Thiruvazhiyad,32,6,4,3206000400055500
627676,Nelliyampathy,32,593,5650,55600,Nelliyampathy,32,6,4,3206000400055600
627677,Elavancherry,32,593,5650,55700,Elavancherry,32,6,4,3206000400055700
627678,Kollengode-II,32,593,5650,55800,Kollengode-II,32,6,4,3206000400055800
627679,Kollengode-I,32,593,5650,55900,Kollengode-I,32,6,4,3206000400055900
627680,Muthalamada-I,32,593,5650,56000,Muthalamada-I,32,6,4,3206000400056000
627681,Muthalamada-II,32,593,5650,56100,Muthalamada-II,32,6,4,3206000400056100
627682,Koduvayur(CT),32,593,5650,40605000,Koduvayur(OG),32,6,4,3206000440605000
627683,Puthunagaram(CT),32,593,5650,40604000,Puthunagaram(CT),32,6,4,3206000440604000
627684,Peringottukurissi-II,32,593,5651,56200,Peringottukurissi-II,32,6,5,3206000500056200
627685,Peringottukurissi-I,32,593,5651,56300,Peringottukurissi-I,32,6,5,3206000500056300
627686,Kottayi-I,32,593,5651,56400,Kottayi-I,32,6,5,3206000500056400
627687,Kottayi-II,32,593,5651,56500,Kottayi-II,32,6,5,3206000500056500
627688,Mathur-I,32,593,5651,56600,Mathur-I,32,6,5,3206000500056600
627689,Mathur-II,32,593,5651,56700,Mathur-II,32,6,5,3206000500056700
627690,Kuzhalmannam-II,32,593,5651,56800,Kuzhalmannam-II,32,6,5,3206000500056800
627691,Thenkurissi-I,32,593,5651,56900,Thenkurissi-I,32,6,5,3206000500056900
627692,Thenkurissi-II,32,593,5651,57000,Thenkurissi-II,32,6,5,3206000500057000
627693,Kuzhalmannam-I,32,593,5651,57100,Kuzhalmannam-I,32,6,5,3206000500057100
627694,Kuthannur-I,32,593,5651,57200,Kuthannur-I,32,6,5,3206000500057200
627695,Kuthannur-II,32,593,5651,57300,Kuthannur-II,32,6,5,3206000500057300
627696,Tarur-I,32,593,5651,57400,Tarur-I,32,6,5,3206000500057400
627697,Tarur-II,32,593,5651,57500,Tarur-II,32,6,5,3206000500057500
627698,Erimayur-I,32,593,5651,57600,Erimayur-I,32,6,5,3206000500057600
627699,Erimayur-II,32,593,5651,57700,Erimayur-II,32,6,5,3206000500057700
627700,Melarcode,32,593,5651,57800,Melarcode,32,6,5,3206000500057800
627701,Kavasseri-I,32,593,5651,58000,Kavasseri-I,32,6,5,3206000500058000
627702,Kavasseri-II,32,593,5651,58100,Kavasseri-II,32,6,5,3206000500058100
627703,Puducode,32,593,5651,58200,Puducode,32,6,5,3206000500058200
627704,Kannambra-I,32,593,5651,58300,Kannambra-I,32,6,5,3206000500058300
627705,Kannambra-II,32,593,5651,58400,Kannambra-II,32,6,5,3206000500058400
627706,Vadakkancheri-I,32,593,5651,58500,Vadakkancheri-I,32,6,5,3206000500058500
627707,Vadakkancheri-II,32,593,5651,58600,Vadakkancheri-II,32,6,5,3206000500058600
627708,Vandazhi-II,32,593,5651,58700,Vandazhi-II,32,6,5,3206000500058700
627709,Vandazhi-I,32,593,5651,58800,Vandazhi-I,32,6,5,3206000500058800
627710,MangalamDam,32,593,5651,58900,MangalamDam,32,6,5,3206000500058900
627711,Kizhakkencheri-II,32,593,5651,59000,Kizhakkencheri-II,32,6,5,3206000500059000
627712,Kizhakkencheri-I,32,593,5651,59100,Kizhakkencheri-I,32,6,5,3206000500059100
627713,Alathur(CT),32,593,5651,57900,Alathur,32,6,5,3206000500057900
627714,Perumpilavu,32,594,5652,59400,Perumpilavu,32,7,1,3207000100059400
627715,Kadangode,32,594,5652,59500,Kadangode,32,7,1,3207000100059500
627716,Thichur,32,594,5652,59600,Thichur,32,7,1,3207000100059600
627717,Arangottukara,32,594,5652,59700,Arangottukara,32,7,1,3207000100059700
627718,Pallur,32,594,5652,59800,Pallur,32,7,1,3207000100059800
627719,Thalassery,32,594,5652,60000,Thalassery,32,7,1,3207000100060000
627720,Pilakkad,32,594,5652,60100,Pilakkad,32,7,1,3207000100060100
627721,Varavoor,32,594,5652,60200,Varavoor,32,7,1,3207000100060200
627722,Painkulam,32,594,5652,60500,Painkulam,32,7,1,3207000100060500
627723,Mayannur,32,594,5652,60600,Mayannur,32,7,1,3207000100060600
627724,Pampady,32,594,5652,60800,Pampady,32,7,1,3207000100060800
627725,Thiruvilwamala,32,594,5652,60900,Thiruvilwamala,32,7,1,3207000100060900
627726,Vadakkethara,32,594,5652,61000,Vadakkethara,32,7,1,3207000100061000
627727,Kondazhy,32,594,5652,61100,Kondazhy,32,7,1,3207000100061100
